ID,Posting,Salary,Field,City
765,30,All,Days ago,Montreal
766,Advanced Analytics Specialist,All,Position,Montreal
766,Aldo Groupe 3.7 ,All,Company,Montreal
766,"Montréal, QC",All,Location,Montreal
766,"Expert level proficiency in data analysis, querying and crunching data from multiple systems and data transformation approaches.",All,Description1,Montreal
766,30,All,Days ago,Montreal
767,BI / Big Data Developer,All,Position,Montreal
767,Ubisoft 3.9 ,All,Company,Montreal
767,"Montréal, QC",All,Location,Montreal
767,Develop the data model and set up the data warehouse;,All,Description1,Montreal
767,Experience with data warehouses and business intelligence.,All,Description2,Montreal
767,Extensive experience in SQL programming.,All,Description3,Montreal
767,28,All,Days ago,Montreal
768,Post-Doctoral (Artificial Intelligence in Finance),All,Position,Montreal
768,Overbond 3.3 ,All,Company,Montreal
768,"Montréal, QC",All,Location,Montreal
768,Lead data science initiatives to recommend actionable business insights using big data analytics and machine learning techniques.,All,Description1,Montreal
768,30,All,Days ago,Montreal
769,Data Analytics Account Manager,All,Position,Montreal
769,Maya Heat Transfer Technologies 4.3 ,All,Company,Montreal
769,"Montréal, QC",All,Location,Montreal
769,Have an excellent network related to data analytics services and products.,All,Description1,Montreal
769,"Prospect for new clients, generate leads and identify sales prospects.",All,Description2,Montreal
769,24,All,Days ago,Montreal
770,"Directeur.trice, intelligence articielle / Director, Artific...",All,Position,Montreal
770,CAE Inc. 3.7 ,All,Company,Montreal
770,"Saint-Laurent, QC",All,Location,Montreal
770,Discuss with the development and architecture teams to develop a long-term data architecture and pipeline to enable the products vision.,All,Description1,Montreal
770,30,All,Days ago,Montreal
771,"Senior developer Backend AWS IoT, Machine Learning & AI",All,Position,Montreal
771,Services Conseils IntelliSoft inc.,All,Company,Montreal
771,"Montréal, QC",All,Location,Montreal
771,"Solid grasp of software development fundamentals (system architecture, algorithms, data structures, OO design, problem solving) and software product life cycle.",All,Description1,Montreal
771,30,All,Days ago,Montreal
772,"Machine Learning Developer, Unity Cloud / Développeur Machin...",All,Position,Montreal
772,Unity Technologies,All,Company,Montreal
772,"Montréal, QC",All,Location,Montreal
772,Easily apply to this job,All,Easily apply,Montreal
772,"By applying these groundbreaking methods to Unity workflows, you will be part of the next revolution in digital content creation.",All,Description1,Montreal
772,30,All,Days ago,Montreal
773,DevOps / DataOps (Big Data),All,Position,Montreal
773,agileDSS,All,Company,Montreal
773,"Montréal, QC",All,Location,Montreal
773,Easily apply to this job,All,Easily apply,Montreal
773,"Depuis 15 ans, nous accompagnons les grandes entreprises québécoises à tirer le meilleur parti de leurs données par le biais d’une expertise de pointe en…",All,Description1,Montreal
773,30,All,Days ago,Montreal
774,Lead Développeur Big Data,All,Position,Montreal
774,agileDSS,All,Company,Montreal
774,"Montréal, QC",All,Location,Montreal
774,Easily apply to this job,All,Easily apply,Montreal
774,"Depuis 15 ans, nous accompagnons les grandes entreprises québécoises à tirer le meilleur parti de leurs données par le biais d’une expertise de pointe en…",All,Description1,Montreal
774,30,All,Days ago,Montreal
775,"Machine Learning Developer, Unity Cloud / Développeur Machin...",All,Position,Montreal
775,Unity Technologies,All,Company,Montreal
775,"Montréal, QC",All,Location,Montreal
775,"By applying these groundbreaking methods to Unity workflows, you will be part of the next revolution in digital content creation.",All,Description1,Montreal
775,30,All,Days ago,Montreal
776,Développeur Big Data / Data Engineer,All,Position,Montreal
776,agileDSS,All,Company,Montreal
776,"Montréal, QC",All,Location,Montreal
776,Easily apply to this job,All,Easily apply,Montreal
776,"Depuis 15 ans, nous accompagnons les grandes entreprises québécoises à tirer le meilleur parti de leurs données par le biais d’une expertise de pointe en…",All,Description1,Montreal
776,30,All,Days ago,Montreal
777,DevOps Engineer – Analytics Platform Company,All,Position,Montreal
777,Groom & Associes 4.3 ,All,Company,Montreal
777,"Montréal, QC",All,Location,Montreal
777,"$100,000 a year",All,Salary_shown,Montreal
777,Easily apply to this job,All,Easily apply,Montreal
777,They help users to visualize and learn from disparate data sources using a powerful combination of analytics and industry expertise.,All,Description1,Montreal
777,22,All,Days ago,Montreal
778,Sr. Director Core Tech Technical Product Management (AI Solu...,All,Position,Montreal
778,Nuance 3.2 ,All,Company,Montreal
778,"Montréal, QC",All,Location,Montreal
778,"The ideal candidate is a thought leader, with a strong technical background on delivering real world solutions to market and working in a fast paced high tech…",All,Description1,Montreal
778,30,All,Days ago,Montreal
779,Bioinformatics Data Scientistnew,60K,Position,Montreal
779,Galenvs Sciences Inc.,60K,Company,Montreal
779,"Montréal, QC",60K,Location,Montreal
779,Easily apply to this job,60K,Easily apply,Montreal
779,Demonstrated experience applying data science methods to real-world data problems;,60K,Description1,Montreal
779,Assess the effectiveness and accuracy of new data sources and data gathering…,60K,Description2,Montreal
779,1,60K,Days ago,Montreal
780,Data Scientistnew,60K,Position,Montreal
780,ADT by TELUS 3.3 ,60K,Company,Montreal
780,"Montréal, QC",60K,Location,Montreal
780,"Identifies what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as smart meters and…",60K,Description1,Montreal
780,3,60K,Days ago,Montreal
781,Senior Data Scientistnew,60K,Position,Montreal
781,Accenture 4.0 ,60K,Company,Montreal
781,"Montréal, QC",60K,Location,Montreal
781,"A blend of data science capability, industry and consulting expertise.",60K,Description1,Montreal
781,And you are all about helping clients scale data into value.,60K,Description2,Montreal
781,1,60K,Days ago,Montreal
782,Senior Data Scientist,60K,Position,Montreal
782,SSENSE 3.2 ,60K,Company,Montreal
782,"Montréal, QC",60K,Location,Montreal
782,Easily apply to this job,60K,Easily apply,Montreal
782,"Contribute to data mining architecture, modeling standards and data analysis methodologies.",60K,Description1,Montreal
782,Experience with data manipulation technologies and knowledge of…,60K,Description2,Montreal
782,30,60K,Days ago,Montreal
783,Data Scientist - QuantumBlack,60K,Position,Montreal
783,McKinsey & Company 4.3 ,60K,Company,Montreal
783,"Montréal, QC",60K,Location,Montreal
783,Develop data science products and solutions for clients as well as for our data science team.,60K,Description1,Montreal
783,Work within one of the largest and most advanced data science…,60K,Description2,Montreal
783,30,60K,Days ago,Montreal
784,Machine Learning Scientist,60K,Position,Montreal
784,Fluent.ai,60K,Company,Montreal
784,"Montréal, QC - Temporarily remote",60K,Location,Montreal
784,"$80,000 a year",60K,Salary_shown,Montreal
784,Easily apply to this job,60K,Easily apply,Montreal
784,"Fluent.ai is seeking an experienced scientist with a strong background in speech recognition, signal processing and machine learning.",60K,Description1,Montreal
784,24,60K,Days ago,Montreal
785,Data Engineer or Scientistnew,60K,Position,Montreal
785,Bombardier 3.8 ,60K,Company,Montreal
785,"Dorval, QC",60K,Location,Montreal
785,"At least 3 years of work experience designing and implementing AI/data science algorithms/systems and managing the associated data by leveraging, connecting and…",60K,Description1,Montreal
785,3,60K,Days ago,Montreal
786,DATA SCIENTIST - DATA & ANALYTICS GROUP,60K,Position,Montreal
786,KPI Digital,60K,Company,Montreal
786,"Montréal, QC",60K,Location,Montreal
786,Assess the effectiveness and accuracy of new data sources and data gathering techniques.,60K,Description1,Montreal
786,Develop custom data models and algorithms to apply to data sets when…,60K,Description2,Montreal
786,10,60K,Days ago,Montreal
787,Senior Data Analystnew,60K,Position,Montreal
787,National Bank of Canada 3.9 ,60K,Company,Montreal
787,"Montréal, QC",60K,Location,Montreal
787,"Using recovery and collection sector data, define business rules and prepare datasets to make them available through the reporting tool, thereby simplifying…",60K,Description1,Montreal
787,7,60K,Days ago,Montreal
788,Machine Learning Researcher,60K,Position,Montreal
788,nugget.ai,60K,Company,Montreal
788,"Montréal, QC",60K,Location,Montreal
788,"Working on innovative ML models with applications on graph-structured data (such as telecommunication networks, recommender systems, and knowledge graph).",60K,Description1,Montreal
788,29,60K,Days ago,Montreal
789,Data Scientist,60K,Position,Montreal
789,Scalian Inc,60K,Company,Montreal
789,"Montréal, QC",60K,Location,Montreal
789,Easily apply to this job,60K,Easily apply,Montreal
789,Assess the effectiveness and accuracy of new data sources and data gathering techniques.,60K,Description1,Montreal
789,"Experience using statistical computer languages (R, Python, SLQ, etc.)…",60K,Description2,Montreal
789,30,60K,Days ago,Montreal
790,Data Scientist,60K,Position,Montreal
790,Zesty.ai,60K,Company,Montreal
790,"Montréal, QC",60K,Location,Montreal
790,Easily apply to this job,60K,Easily apply,Montreal
790,"Exploring data sets and developing new InsureTech models with data science (Machine learning, Deep learning).",60K,Description1,Montreal
790,"BA / BS degree in Math, Physics, Computer Science,…",60K,Description2,Montreal
790,30,60K,Days ago,Montreal
791,Mitacs Machine Learning Specialist,60K,Position,Montreal
791,TandemLaunch 3.5 ,60K,Company,Montreal
791,"Montréal, QC - Temporarily remote",60K,Location,Montreal
791,Easily apply to this job,60K,Easily apply,Montreal
791,Experience with time series data analysis.,60K,Description1,Montreal
791,"The position is available as early as July 1, 2020 for a duration of 12 months, with possibility of renewal.",60K,Description2,Montreal
791,30,60K,Days ago,Montreal
792,Senior Data Scientist,60K,Position,Montreal
792,Hopper 3.6 ,60K,Company,Montreal
792,"Montréal, QC",60K,Location,Montreal
792,"Use machine learning and big data tools on tremendously large and complex data sets to enhance our data-driven, personalized travel advice.",60K,Description1,Montreal
792,30,60K,Days ago,Montreal
793,Senior Advisor Data Science & Analytics,60K,Position,Montreal
793,BRP 3.9 ,60K,Company,Montreal
793,"Montréal, QC",60K,Location,Montreal
793,You have experience in establishing data governance;,60K,Description1,Montreal
793,You have hands-on experience at a senior level in developing effective data analytics;,60K,Description2,Montreal
793,30,60K,Days ago,Montreal
794,Data Scientist,60K,Position,Montreal
794,Ubisoft 3.9 ,60K,Company,Montreal
794,"Montréal, QC",60K,Location,Montreal
794,"Ubisoft Enterprise Data is responsible for providing various internal services such as a data lake, enterprise data warehouse, Big Data platform and reporting…",60K,Description1,Montreal
794,14,60K,Days ago,Montreal
795,Data Scientist Modeling and strategies for granting and cycl...new,60K,Position,Montreal
795,National Bank of Canada 3.9 ,60K,Company,Montreal
795,"Montréal, QC",60K,Location,Montreal
795,"Execute and coordinate analytical exercises and data exploration, including data transformation and data visualization steps.",60K,Description1,Montreal
795,4,60K,Days ago,Montreal
796,Data Scientist - Marketing (m/f/d),60K,Position,Montreal
796,MegaZebra GmbH,60K,Company,Montreal
796,"Montréal, QC",60K,Location,Montreal
796,Easily apply to this job,60K,Easily apply,Montreal
796,Working with large volumes of data; extract and manipulate large data sets through scripting in SQL.,60K,Description1,Montreal
796,Comprehensive understanding of statistical and data mining…,60K,Description2,Montreal
796,30,60K,Days ago,Montreal
797,"Senior Data Scientist, Intact Lab",60K,Position,Montreal
797,Intact 3.8 ,60K,Company,Montreal
797,"Montréal, QC",60K,Location,Montreal
797,Help maintain our data mining tools and platforms.,60K,Description1,Montreal
797,A multi-platform production experience with the following commercial and open-source data mining frameworks:,60K,Description2,Montreal
797,10,60K,Days ago,Montreal
798,Machine Learning Engineer - Mobile payments and e-commerce c...,60K,Position,Montreal
798,Groom & Associes 4.3 ,60K,Company,Montreal
798,"Montréal, QC",60K,Location,Montreal
798,Easily apply to this job,60K,Easily apply,Montreal
798,"In this team of data scientists, statisticians and machine learning engineers, you will create software that are used by millions of people.",60K,Description1,Montreal
798,14,60K,Days ago,Montreal
799,Senior Data Scientist - QuantumBlack,60K,Position,Montreal
799,McKinsey & Company 4.3 ,60K,Company,Montreal
799,"Montréal, QC",60K,Location,Montreal
799,"As a data scientist at QuantumBlack, you will work with other data scientists, data engineers, machine learning engineers, designers and project managers on…",60K,Description1,Montreal
799,30,60K,Days ago,Montreal
800,"QC - 2021 Customer Operations Graduate Leadership Program, B...",60K,Position,Montreal
800,Bell Canada 3.8 ,60K,Company,Montreal
800,"Montréal, QC",60K,Location,Montreal
800,Big data is a big deal.,60K,Description1,Montreal
800,"Experience with the design, development and maintenance of ETL processes, data marts, operational data stores and online analytical…",60K,Description2,Montreal
800,11,60K,Days ago,Montreal
801,Technology New Grad Leadership Development Program - Data Sc...new,60K,Position,Montreal
801,Rogers Communications 3.8 ,60K,Company,Montreal
801,"Montréal, QC",60K,Location,Montreal
801,Work with data and analytics experts to strive for greater functionality in our data systems.,60K,Description1,Montreal
801,Participate in stakeholders’ meetings to assist with data-related…,60K,Description2,Montreal
801,4,60K,Days ago,Montreal
802,"Research Scientist, AI",60K,Position,Montreal
802,Facebook 4.2 ,60K,Company,Montreal
802,"Montréal, QC",60K,Location,Montreal
802,Experience manipulating and analyzing data from different sources.,60K,Description1,Montreal
802,Devise better data-driven models of human behavior.,60K,Description2,Montreal
802,Knowledge in a programming language.,60K,Description3,Montreal
802,30,60K,Days ago,Montreal
803,Data Science Team Lead (User Research Lab),60K,Position,Montreal
803,Ubisoft 3.9 ,60K,Company,Montreal
803,"Montréal, QC",60K,Location,Montreal
803,Participate in recruitment to build your team of data scientists + foster their professional growth and career progression.,60K,Description1,Montreal
803,Develop and enhance the use of data.,60K,Description2,Montreal
803,10,60K,Days ago,Montreal
804,"Research Scientist, Artificial Intelligence (PhD)",60K,Position,Montreal
804,Facebook 4.2 ,60K,Company,Montreal
804,"Montréal, QC",60K,Location,Montreal
804,Experience manipulating and analyzing data from different sources.,60K,Description1,Montreal
804,Devise better data-driven models of human behavior.,60K,Description2,Montreal
804,Knowledge in some programming language.,60K,Description3,Montreal
804,30,60K,Days ago,Montreal
805,"Senior Manager, Data and Analytics",60K,Position,Montreal
805,kpmgca,60K,Company,Montreal
805,"Montréal, QC",60K,Location,Montreal
805,Perform quantitative analysis of data issues.,60K,Description1,Montreal
805,Industry thought leadership on relevant topics related to data science and engineering.,60K,Description2,Montreal
805,21,60K,Days ago,Montreal
806,Senior Data Analyst - Data Warehouse Services,60K,Position,Montreal
806,MindGeek Careers 3.3 ,60K,Company,Montreal
806,"Montréal, QC",60K,Location,Montreal
806,Easily apply to this job,60K,Easily apply,Montreal
806,Analyze data and structure from data marts.,60K,Description1,Montreal
806,They are responsible for storing vast quantities of data from many sources and responsible for disseminating data…,60K,Description2,Montreal
806,30,60K,Days ago,Montreal
807,Data Scientist Intern,60K,Position,Montreal
807,Guavus 2.7 ,60K,Company,Montreal
807,"Montréal, QC",60K,Location,Montreal
807,"Perform data validation exercises, tracing data from source to applications to confirm.",60K,Description1,Montreal
807,Analyze data and present insights.,60K,Description2,Montreal
807,30,60K,Days ago,Montreal
808,Data Scientist.,60K,Position,Montreal
808,Brain Finance,60K,Company,Montreal
808,"Montréal, QC",60K,Location,Montreal
808,Developing data analysis and science solutions with Python.,60K,Description1,Montreal
808,"Utilizing Apache Spark, Apache Kafka, and Apache Cassandra to develop scalable real-time and data…",60K,Description2,Montreal
808,30,60K,Days ago,Montreal
809,Deep Learning Inference and Compiler Engineer,60K,Position,Montreal
809,Deeplite,60K,Company,Montreal
809,"Montréal, QC",60K,Location,Montreal
809,Easily apply to this job,60K,Easily apply,Montreal
809,You will be working on cutting edge problems in Deep Learning for Deeplite optimization software stack.,60K,Description1,Montreal
809,Design and develop a lightweight and high-performance…,60K,Description2,Montreal
809,30,60K,Days ago,Montreal
810,Deep Learning Engineer,60K,Position,Montreal
810,Deeplite,60K,Company,Montreal
810,"Montréal, QC",60K,Location,Montreal
810,Easily apply to this job,60K,Easily apply,Montreal
810,"Strong working knowledge of deep learning, and experience utilizing theoretical and empirical research to solve real-world problems.",60K,Description1,Montreal
810,30,60K,Days ago,Montreal
811,Lead Digital Data and Analytics,60K,Position,Montreal
811,National Bank of Canada 3.9 ,60K,Company,Montreal
811,"Montréal, QC",60K,Location,Montreal
811,"Create a strategic roadmap (data, ideas, analysis);",60K,Description1,Montreal
811,Stay up to date on trends and news in the field of web analytics and data science.,60K,Description2,Montreal
811,30,60K,Days ago,Montreal
812,Assistant / Associate Research Professor in Artificial Intel...,60K,Position,Montreal
812,Université de Montréal 4.2 ,60K,Company,Montreal
812,"Montréal, QC",60K,Location,Montreal
812,Clinicians scientists from the Faculty of Dental Medicine and the Department of Traumatology at CIUSSS.,60K,Description1,Montreal
812,"Faculty of Dental Medicine, Department of Stomatology.",60K,Description2,Montreal
812,12,60K,Days ago,Montreal
813,Statistician II,60K,Position,Montreal
813,IQVIA 3.8 ,60K,Company,Montreal
813,"Kirkland, QC",60K,Location,Montreal
813,Interacts with Study Team programmers in the coordination of data summaries and analysis activities.,60K,Description1,Montreal
813,Ensures quality and consistency of key data science…,60K,Description2,Montreal
813,30,60K,Days ago,Montreal
814,"Specialist, Web Analytics",60K,Position,Montreal
814,SSENSE 3.2 ,60K,Company,Montreal
814,"Montréal, QC",60K,Location,Montreal
814,Easily apply to this job,60K,Easily apply,Montreal
814,"Develop a deep understanding of website shopping behavior, extract behavioral data, refine/ treat to make the data usable and distil key insights that can be…",60K,Description1,Montreal
814,25,60K,Days ago,Montreal
815,Senior Statistical Programmer/Statistical Scientist,60K,Position,Montreal
815,IQVIA 3.8 ,60K,Company,Montreal
815,"Kirkland, QC",60K,Location,Montreal
815,Experience in programming in SAS for purposes of data review and statistical analysis.,60K,Description1,Montreal
815,Provide expert statistical input into and review of statistical…,60K,Description2,Montreal
815,30,60K,Days ago,Montreal
816,Machine Learning Engineers / Machine Vision Engineers (two p...,60K,Position,Montreal
816,Orthogone Technologies,60K,Company,Montreal
816,"Dorval, QC",60K,Location,Montreal
816,Easily apply to this job,60K,Easily apply,Montreal
816,"Attention to detail, data accuracy and quality of output.",60K,Description1,Montreal
816,Feature extraction and algorithm development using optical and thermal data sources.,60K,Description2,Montreal
816,30,60K,Days ago,Montreal
817,Remote Signal Processing/Machine Learning Engineer,60K,Position,Montreal
817,TandemLaunch 3.5 ,60K,Company,Montreal
817,"Montréal, QC - Temporarily remote",60K,Location,Montreal
817,Easily apply to this job,60K,Easily apply,Montreal
817,Experience with time series data analysis.,60K,Description1,Montreal
817,We are looking for Signal Processing/Machine Learning Engineers who have a minimum of 5 years experience.,60K,Description2,Montreal
817,30,60K,Days ago,Montreal
818,"Analyst, Advanced Analytics - Wind",60K,Position,Montreal
818,Power Factors,60K,Company,Montreal
818,"Brossard, QC",60K,Location,Montreal
818,Temporarily remote,60K,Remote,Montreal
818,Easily apply to this job,60K,Easily apply,Montreal
818,"Familiarity with time-series or SCADA data, data modeling and data quality assessment will be considered an asset;",60K,Description1,Montreal
818,30,60K,Days ago,Montreal
819,Senior Statistical Programmer/Statistical Programmer 2 (Home...,60K,Position,Montreal
819,IQVIA 3.8 ,60K,Company,Montreal
819,"Kirkland, QC - Remote",60K,Location,Montreal
819,"Perform, plan co-ordinate and implement the following for complex studies: (i) the programming, testing, and documentation of statistical programs for use in…",60K,Description1,Montreal
819,30,60K,Days ago,Montreal
820,BI / Big Data Developer,60K,Position,Montreal
820,Ubisoft 3.9 ,60K,Company,Montreal
820,"Montréal, QC",60K,Location,Montreal
820,Develop the data model and set up the data warehouse;,60K,Description1,Montreal
820,Experience with data warehouses and business intelligence.,60K,Description2,Montreal
820,Extensive experience in SQL programming.,60K,Description3,Montreal
820,28,60K,Days ago,Montreal
821,Machine Learning Programmer (Technology Group),60K,Position,Montreal
821,Ubisoft 3.9 ,60K,Company,Montreal
821,"Montréal, QC",60K,Location,Montreal
821,Follow the progress of prototypes by research scientists at La Forge.,60K,Description1,Montreal
821,"Your technical expertise, paired with your communication skills, will be invaluable in all…",60K,Description2,Montreal
821,14,60K,Days ago,Montreal
822,Senior Machine Learning QA Engineer,60K,Position,Montreal
822,Behavox,60K,Company,Montreal
822,"Montréal, QC",60K,Location,Montreal
822,Easily apply to this job,60K,Easily apply,Montreal
822,"Responsibilities include testing the back-end of complex distributed systems, developing automated frameworks for the machine learning QA team, and contributing…",60K,Description1,Montreal
822,30,60K,Days ago,Montreal
823,Advanced Analytics Specialist,60K,Position,Montreal
823,Aldo Groupe 3.7 ,60K,Company,Montreal
823,"Montréal, QC",60K,Location,Montreal
823,"Expert level proficiency in data analysis, querying and crunching data from multiple systems and data transformation approaches.",60K,Description1,Montreal
823,30,60K,Days ago,Montreal
824,BI Developer,60K,Position,Montreal
824,Worximity,60K,Company,Montreal
824,"Montréal, QC",60K,Location,Montreal
824,Experience in data warehouse design and data mining;,60K,Description1,Montreal
824,A college or university degree in data science or some related field;,60K,Description2,Montreal
824,Fully bilingual (French and English).,60K,Description3,Montreal
824,30,60K,Days ago,Montreal
825,Post-Doctoral (Artificial Intelligence in Finance),60K,Position,Montreal
825,Overbond 3.3 ,60K,Company,Montreal
825,"Montréal, QC",60K,Location,Montreal
825,Lead data science initiatives to recommend actionable business insights using big data analytics and machine learning techniques.,60K,Description1,Montreal
825,30,60K,Days ago,Montreal
826,Data Analytics Account Manager,60K,Position,Montreal
826,Maya Heat Transfer Technologies 4.3 ,60K,Company,Montreal
826,"Montréal, QC",60K,Location,Montreal
826,Have an excellent network related to data analytics services and products.,60K,Description1,Montreal
826,"Prospect for new clients, generate leads and identify sales prospects.",60K,Description2,Montreal
826,24,60K,Days ago,Montreal
827,"Senior developer Backend AWS IoT, Machine Learning & AI",60K,Position,Montreal
827,Services Conseils IntelliSoft inc.,60K,Company,Montreal
827,"Montréal, QC",60K,Location,Montreal
827,"Solid grasp of software development fundamentals (system architecture, algorithms, data structures, OO design, problem solving) and software product life cycle.",60K,Description1,Montreal
827,30,60K,Days ago,Montreal
828,DevOps Engineer – Analytics Platform Company,60K,Position,Montreal
828,Groom & Associes 4.3 ,60K,Company,Montreal
828,"Montréal, QC",60K,Location,Montreal
828,"$100,000 a year",60K,Salary_shown,Montreal
828,Easily apply to this job,60K,Easily apply,Montreal
828,They help users to visualize and learn from disparate data sources using a powerful combination of analytics and industry expertise.,60K,Description1,Montreal
828,22,60K,Days ago,Montreal
829,Sr. Director Core Tech Technical Product Management (AI Solu...,60K,Position,Montreal
829,Nuance 3.2 ,60K,Company,Montreal
829,"Montréal, QC",60K,Location,Montreal
829,"The ideal candidate is a thought leader, with a strong technical background on delivering real world solutions to market and working in a fast paced high tech…",60K,Description1,Montreal
829,30,60K,Days ago,Montreal
830,Bioinformatics Data Scientistnew,70K,Position,Montreal
830,Galenvs Sciences Inc.,70K,Company,Montreal
830,"Montréal, QC",70K,Location,Montreal
830,Easily apply to this job,70K,Easily apply,Montreal
830,Demonstrated experience applying data science methods to real-world data problems;,70K,Description1,Montreal
830,Assess the effectiveness and accuracy of new data sources and data gathering…,70K,Description2,Montreal
830,1,70K,Days ago,Montreal
831,Senior Data Scientistnew,70K,Position,Montreal
831,Accenture 4.0 ,70K,Company,Montreal
831,"Montréal, QC",70K,Location,Montreal
831,"A blend of data science capability, industry and consulting expertise.",70K,Description1,Montreal
831,And you are all about helping clients scale data into value.,70K,Description2,Montreal
831,1,70K,Days ago,Montreal
832,Data Scientistnew,70K,Position,Montreal
832,ADT by TELUS 3.3 ,70K,Company,Montreal
832,"Montréal, QC",70K,Location,Montreal
832,"Identifies what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as smart meters and…",70K,Description1,Montreal
832,3,70K,Days ago,Montreal
833,DATA SCIENTIST - DATA & ANALYTICS GROUP,70K,Position,Montreal
833,KPI Digital,70K,Company,Montreal
833,"Montréal, QC",70K,Location,Montreal
833,Assess the effectiveness and accuracy of new data sources and data gathering techniques.,70K,Description1,Montreal
833,Develop custom data models and algorithms to apply to data sets when…,70K,Description2,Montreal
833,10,70K,Days ago,Montreal
834,Data Engineer or Scientistnew,70K,Position,Montreal
834,Bombardier 3.8 ,70K,Company,Montreal
834,"Dorval, QC",70K,Location,Montreal
834,"At least 3 years of work experience designing and implementing AI/data science algorithms/systems and managing the associated data by leveraging, connecting and…",70K,Description1,Montreal
834,3,70K,Days ago,Montreal
835,Machine Learning Scientist,70K,Position,Montreal
835,Fluent.ai,70K,Company,Montreal
835,"Montréal, QC - Temporarily remote",70K,Location,Montreal
835,"$80,000 a year",70K,Salary_shown,Montreal
835,Easily apply to this job,70K,Easily apply,Montreal
835,"Fluent.ai is seeking an experienced scientist with a strong background in speech recognition, signal processing and machine learning.",70K,Description1,Montreal
835,24,70K,Days ago,Montreal
836,Data Scientist - QuantumBlack,70K,Position,Montreal
836,McKinsey & Company 4.3 ,70K,Company,Montreal
836,"Montréal, QC",70K,Location,Montreal
836,Develop data science products and solutions for clients as well as for our data science team.,70K,Description1,Montreal
836,Work within one of the largest and most advanced data science…,70K,Description2,Montreal
836,30,70K,Days ago,Montreal
837,Senior Data Scientist,70K,Position,Montreal
837,SSENSE 3.2 ,70K,Company,Montreal
837,"Montréal, QC",70K,Location,Montreal
837,Easily apply to this job,70K,Easily apply,Montreal
837,"Contribute to data mining architecture, modeling standards and data analysis methodologies.",70K,Description1,Montreal
837,Experience with data manipulation technologies and knowledge of…,70K,Description2,Montreal
837,30,70K,Days ago,Montreal
838,Senior Advisor Data Science & Analytics,70K,Position,Montreal
838,BRP 3.9 ,70K,Company,Montreal
838,"Montréal, QC",70K,Location,Montreal
838,You have experience in establishing data governance;,70K,Description1,Montreal
838,You have hands-on experience at a senior level in developing effective data analytics;,70K,Description2,Montreal
838,30,70K,Days ago,Montreal
839,Data Scientist,70K,Position,Montreal
839,Scalian Inc,70K,Company,Montreal
839,"Montréal, QC",70K,Location,Montreal
839,Easily apply to this job,70K,Easily apply,Montreal
839,Assess the effectiveness and accuracy of new data sources and data gathering techniques.,70K,Description1,Montreal
839,"Experience using statistical computer languages (R, Python, SLQ, etc.)…",70K,Description2,Montreal
839,30,70K,Days ago,Montreal
840,"Senior Manager, Data and Analytics",70K,Position,Montreal
840,kpmgca,70K,Company,Montreal
840,"Montréal, QC",70K,Location,Montreal
840,Perform quantitative analysis of data issues.,70K,Description1,Montreal
840,Industry thought leadership on relevant topics related to data science and engineering.,70K,Description2,Montreal
840,21,70K,Days ago,Montreal
841,Senior Data Scientist,70K,Position,Montreal
841,Hopper 3.6 ,70K,Company,Montreal
841,"Montréal, QC",70K,Location,Montreal
841,"Use machine learning and big data tools on tremendously large and complex data sets to enhance our data-driven, personalized travel advice.",70K,Description1,Montreal
841,30,70K,Days ago,Montreal
842,Senior Data Analystnew,70K,Position,Montreal
842,National Bank of Canada 3.9 ,70K,Company,Montreal
842,"Montréal, QC",70K,Location,Montreal
842,"Using recovery and collection sector data, define business rules and prepare datasets to make them available through the reporting tool, thereby simplifying…",70K,Description1,Montreal
842,7,70K,Days ago,Montreal
843,Senior Data Scientist - QuantumBlack,70K,Position,Montreal
843,McKinsey & Company 4.3 ,70K,Company,Montreal
843,"Montréal, QC",70K,Location,Montreal
843,"As a data scientist at QuantumBlack, you will work with other data scientists, data engineers, machine learning engineers, designers and project managers on…",70K,Description1,Montreal
843,30,70K,Days ago,Montreal
844,Technology New Grad Leadership Development Program - Data Sc...new,70K,Position,Montreal
844,Rogers Communications 3.8 ,70K,Company,Montreal
844,"Montréal, QC",70K,Location,Montreal
844,Work with data and analytics experts to strive for greater functionality in our data systems.,70K,Description1,Montreal
844,Participate in stakeholders’ meetings to assist with data-related…,70K,Description2,Montreal
844,4,70K,Days ago,Montreal
845,Data Scientist,70K,Position,Montreal
845,Ubisoft 3.9 ,70K,Company,Montreal
845,"Montréal, QC",70K,Location,Montreal
845,"Ubisoft Enterprise Data is responsible for providing various internal services such as a data lake, enterprise data warehouse, Big Data platform and reporting…",70K,Description1,Montreal
845,14,70K,Days ago,Montreal
846,"Senior Data Scientist, Intact Lab",70K,Position,Montreal
846,Intact 3.8 ,70K,Company,Montreal
846,"Montréal, QC",70K,Location,Montreal
846,Help maintain our data mining tools and platforms.,70K,Description1,Montreal
846,A multi-platform production experience with the following commercial and open-source data mining frameworks:,70K,Description2,Montreal
846,10,70K,Days ago,Montreal
847,Data Scientist,70K,Position,Montreal
847,Zesty.ai,70K,Company,Montreal
847,"Montréal, QC",70K,Location,Montreal
847,Easily apply to this job,70K,Easily apply,Montreal
847,"Exploring data sets and developing new InsureTech models with data science (Machine learning, Deep learning).",70K,Description1,Montreal
847,"BA / BS degree in Math, Physics, Computer Science,…",70K,Description2,Montreal
